latitude,longitude,magType,nst,earthquake_id,type,magNst,magSource
52.2193,-173.2395,ml,19,52160,earthquake,14,us
59.6572,-152.4559,ml,,52161,earthquake,,ak
38.0814,36.8993,mb,33,52162,earthquake,10,us
38.1918,38.1778,mwr,74,52163,earthquake,16,us
37.9513,37.4756,mwr,62,52164,earthquake,18,us
38.0473,36.4145,mwr,100,52165,earthquake,14,us
38.0613,36.5637,mb,26,52166,earthquake,7,us
37.9341,36.6247,mb,33,52167,earthquake,12,us
37.9846,37.404,mwr,40,52168,earthquake,15,us
35.6037,35.3598,mwr,81,52169,earthquake,15,us
37.8431,36.6148,mb,53,52170,earthquake,22,us
4.3409,-74.2762,mb,8,52171,earthquake,1,us
-55.3049,155.7786,mb,18,52172,earthquake,13,us
38.0195,36.4624,mb,23,52173,earthquake,7,us
38.0903,36.7693,mb,62,52174,earthquake,19,us
-7.0741,129.4173,mb,20,52175,earthquake,9,us
38.0152,36.5543,mb,31,52176,earthquake,10,us
37.4326,37.0521,mb,46,52177,earthquake,19,us
-5.836,151.3977,mb,14,52178,earthquake,13,us
-18.1205,-178.2173,mb,28,52179,earthquake,12,us
38.0265,37.5093,mb,30,52180,earthquake,6,us
26.8303,55.2235,mb,27,52181,earthquake,15,us
38.6041,37.5154,mb,36,52182,earthquake,10,us
38.1044,36.9078,mb,41,52183,earthquake,16,us
45.0031,81.0171,mb,23,52184,earthquake,9,us
38.0387,36.5733,mb,63,52185,earthquake,20,us
37.3373,37.1197,mb,24,52186,earthquake,9,us
37.748,37.6323,mb,54,52187,earthquake,13,us
36.2678,36.2151,mb,49,52188,earthquake,16,us
-7.6701,127.6222,mb,26,52189,earthquake,13,us
37.507,37.227,mwr,37,52190,earthquake,20,us
37.7181,37.4217,mb,24,52191,earthquake,6,us
37.9036,37.4321,mb,32,52192,earthquake,6,us
13.2193,144.5526,mb,31,52193,earthquake,23,us
36.8131,36.6306,mb,59,52194,earthquake,22,us
32.5112,141.9484,mb,27,52195,earthquake,10,us
-14.775,-173.3358,mb,19,52196,earthquake,7,us
31.7237,93.6523,mb,39,52197,earthquake,27,us
36.1531,36.3488,mwr,66,52198,earthquake,20,us
51.3204,-178.5442,ml,26,52199,earthquake,12,us
38.0668,38.1413,mb,31,52200,earthquake,13,us
51.476,-175.5014,ml,18,52201,earthquake,6,us
37.3357,36.8762,mb,23,52202,earthquake,8,us
38.0342,36.455,mwr,55,52203,earthquake,21,us
38.3144,37.5808,mwr,79,52204,earthquake,20,us
60.1323,-153.0624,ml,,52205,earthquake,,ak
38.0311,37.5813,mb,66,52206,earthquake,18,us
36.8855,36.6006,mb,31,52207,earthquake,3,us
36.5768,36.4539,mb,35,52208,earthquake,6,us
56.2525,-149.2649,ml,33,52209,earthquake,44,us
38.1372,38.537,mb,32,52210,earthquake,6,us
52.435,-169.3357,ml,10,52211,earthquake,10,us
37.8817,37.528,mwr,63,52212,earthquake,14,us
38.1471,36.3693,mb,45,52213,earthquake,22,us
-3.5599,126.45,mb,25,52214,earthquake,11,us
37.5226,37.1468,mb,65,52215,earthquake,43,us
14.1841,145.797,mb,37,52216,earthquake,24,us
-21.5017,-68.5209,mb,27,52217,earthquake,14,us
-3.4127,126.6997,mb,32,52218,earthquake,15,us
37.8696,36.6642,mb,68,52219,earthquake,44,us
37.8906,36.6707,mwr,65,52220,earthquake,12,us
37.9808,37.6619,mb,97,52221,earthquake,62,us
38.2171,38.263,mb,93,52222,earthquake,59,us
38.7898333,-122.7561667,md,101,52223,earthquake,95,nc
52.5944,-173.5018,mb,132,52224,earthquake,72,us
54.509,-161.2442,ml,26,52225,earthquake,8,us
50.9664,-171.2181,mb,136,52226,earthquake,71,us
33.4216667,-118.8061667,ml,29,52227,earthquake,25,ci
50.6917,-173.3448,mb,61,52228,earthquake,95,us
-4.5442,153.3502,mb,45,52229,earthquake,33,us
36.0984,35.8449,mb,81,52230,earthquake,41,us
38.0426,36.5803,mb,53,52231,earthquake,17,us
58.0226,-156.9557,ml,,52232,earthquake,,ak
31.6695,-104.4018,ml,29,52233,earthquake,56,us
31.68366016,-104.4068284,ml,16,52234,earthquake,15,tx
36.0086,35.9967,mb,22,52235,earthquake,3,us
37.9421,37.323,mb,26,52236,earthquake,5,us
37.8896,37.6276,mb,32,52237,earthquake,15,us
38.0002,36.4438,mb,71,52238,earthquake,34,us
37.8659,38.2929,mb,49,52239,earthquake,17,us
-6.6018,127.5477,mb,52,52240,earthquake,32,us
-0.1617,123.9229,mb,24,52241,earthquake,19,us
-10.7595,166.142,mb,16,52242,earthquake,7,us
37.9172,42.8093,mb,63,52243,earthquake,39,us
38.0472,36.9204,mwr,96,52244,earthquake,27,us
-57.2046,-26.3268,mb,24,52245,earthquake,12,us
37.6246667,-118.8318333,ml,29,52246,earthquake,28,nc
-18.5746,-177.5589,mb,19,52247,earthquake,15,us
18.89233333,-66.63766667,md,29,52248,earthquake,19,pr
54.3297,-159.9486,ml,20,52249,earthquake,10,us
32.0866,35.2415,mb,11,52250,earthquake,4,us
43.7319,-105.2355,ml,43,52251,mining explosion,69,us
-22.0314,170.7608,mb,36,52252,earthquake,22,us
37.4201,36.9564,mb,20,52253,earthquake,3,us
38.0663,36.5541,mb,56,52254,earthquake,20,us
38.0992,36.5507,mb,51,52255,earthquake,13,us
19.6438,-65.7015,md,18,52256,earthquake,13,pr
36.0927,35.8637,mb,95,52257,earthquake,71,us
38.0835,37.1939,mb,33,52258,earthquake,9,us
18.59566667,-68.38333333,md,12,52259,earthquake,5,pr
33.6464,137.2662,mb,32,52260,earthquake,16,us
-6.9813,129.0677,mb,14,52261,earthquake,6,us
66.339,-154.6024,ml,,52262,earthquake,,ak
31.60917136,-103.9630189,ml,16,52263,earthquake,10,tx
37.8759,38.1193,mb,63,52264,earthquake,20,us
30.3381,138.3409,mb,69,52265,earthquake,35,us
53.3275,-162.0036,ml,12,52266,earthquake,8,us
37.1601,36.6433,mb,17,52267,earthquake,2,us
37.1511,36.671,mb,31,52268,earthquake,12,us
44.7918333,-110.9661667,ml,24,52269,earthquake,5,uu
32.2337,49.651,mb,42,52270,earthquake,16,us
23.7502,122.0522,mb,24,52271,earthquake,8,us
50.7184,-172.8911,ml,12,52272,earthquake,10,us
38.0593,36.7087,mwr,61,52273,earthquake,19,us
50.2404,-129.8365,mb,110,52274,earthquake,132,us
37.9558,38.313,mb,38,52275,earthquake,9,us
36.2022,36.1959,mb,54,52276,earthquake,28,us
43.0018,145.3508,mb,86,52277,earthquake,62,us
19.25866667,-155.4126667,ml,50,52278,earthquake,35,hv
18.161,-67.989,md,11,52279,earthquake,6,pr
36.7009,36.3794,mb,30,52280,earthquake,5,us
36.3259,36.2434,mb,30,52281,earthquake,4,us
37.8795,37.7666,mwr,36,52282,earthquake,11,us
36.6565,36.5077,mb,35,52283,earthquake,12,us
59.9768,-153.3011,ml,,52284,earthquake,,ak
67.473,-166.801,ml,,52285,earthquake,,ak
38.0337,36.5009,mb,49,52286,earthquake,19,us
9.7874,138.108,mb,23,52287,earthquake,15,us
37.1554,37.0022,mwr,67,52288,earthquake,11,us
-27.4395,-179.7357,mb,19,52289,earthquake,13,us
19.03433333,-155.4205,ml,49,52290,earthquake,32,hv
38.0268,37.7704,mwr,33,52291,earthquake,15,us
37.9367,37.6179,mwr,79,52292,earthquake,15,us
38.0802,36.8835,mb,24,52293,earthquake,5,us
38.8457,37.2766,mb,37,52294,earthquake,8,us
51.8086,-171.4111,ml,32,52295,earthquake,18,us
-12.5502,-75.3247,mb_lg,8,52296,earthquake,2,us
2.8377,127.0361,mb,35,52297,earthquake,23,us
-2.629,140.6461,mb,34,52298,earthquake,26,us
37.9312,38.2283,mb,32,52299,earthquake,7,us
19.251,-155.402,ml,48,52300,earthquake,19,hv
3.7443,124.0362,mb,28,52301,earthquake,13,us
15.257,-94.7338,mb,124,52302,earthquake,103,us
51.8368,-170.8501,ml,21,52303,earthquake,18,us
59.9627,-153.0086,ml,,52304,earthquake,,ak
38.0953,36.6525,mb,96,52305,earthquake,38,us
38.0396,38.5055,mb,92,52306,earthquake,33,us
38.0391,36.953,mb,62,52307,earthquake,28,us
19.16716667,-155.4956667,md,37,52308,earthquake,11,hv
51.1312,-178.1782,ml,16,52309,earthquake,8,us
52.2111,170.4331,mb,33,52310,earthquake,18,us
37.8218,36.5994,mwr,61,52311,earthquake,20,us
-2.523,140.6681,mb,20,52312,earthquake,11,us
38.0244,37.1589,mb,53,52313,earthquake,22,us
39.7542,40.744,mb,50,52314,earthquake,17,us
53.3219,-168.6165,mb,26,52315,earthquake,10,us
37.5096,37.116,mb,30,52316,earthquake,7,us
-20.9002,169.1703,mb,21,52317,earthquake,14,us
44.3157,-115.231,ml,24,52318,earthquake,74,us
34.2985,36.2101,mb,59,52319,earthquake,20,us
38.0531,36.5409,mb,32,52320,earthquake,4,us
-14.9122,167.4293,mb,27,52321,earthquake,12,us
-5.4759,151.9698,mb,33,52322,earthquake,21,us
36.3313,36.0996,mb,47,52323,earthquake,11,us
38.1972,38.1247,mb,34,52324,earthquake,4,us
50.6045,-172.9854,ml,11,52325,earthquake,6,us
38.2135,38.1703,mb,34,52326,earthquake,10,us
13.7075,145.3954,mb,18,52327,earthquake,13,us
-20.7098,-68.9032,mb,19,52328,earthquake,7,us
28.3652,56.7895,mb,39,52329,earthquake,30,us
3.6679,127.8622,mb,46,52330,earthquake,30,us
38.512,40.4236,mb,26,52331,earthquake,5,us
53.4615,-165.6291,ml,26,52332,earthquake,16,us
51.0871,-177.4276,ml,18,52333,earthquake,9,us
51.0697,179.4145,ml,18,52334,earthquake,14,us
38.3957,39.284,mb,24,52335,earthquake,5,us
44.2446,-115.0787,ml,25,52336,earthquake,56,us
44.259,-115.1083,ml,8,52337,earthquake,10,us
38.0317,-75.0604,ml,15,52338,earthquake,18,us
38.4984,40.4216,mb,65,52339,earthquake,24,us
37.8831,37.7147,mb,59,52340,earthquake,21,us
54.2782,-159.671,ml,26,52341,earthquake,16,us
0.1478,122.922,mb,20,52342,earthquake,14,us
19.2475,-155.379,md,42,52343,earthquake,16,hv
19.52316667,-65.25,md,9,52344,earthquake,7,pr
54.6759,-159.7023,ml,32,52345,earthquake,6,us
36.8136,36.4252,mb,23,52346,earthquake,4,us
-10.7038,165.0508,mb,15,52347,earthquake,8,us
-23.9213,-66.9856,mb,18,52348,earthquake,3,us
37.9889,38.5654,mb,30,52349,earthquake,5,us
37.9616,36.3641,mb,35,52350,earthquake,4,us
-24.1231,-67.1877,mb,18,52351,earthquake,4,us
2.9113,127.2793,mb,13,52352,earthquake,8,us
38.0951,38.4712,mb,28,52353,earthquake,4,us
17.59516667,-67.15266667,md,6,52354,earthquake,4,pr
38.0679,36.6086,mb,37,52355,earthquake,9,us
29.3184,130.5088,mb,17,52356,earthquake,10,us
51.1965,178.8571,ml,14,52357,earthquake,8,us
38.1849,38.1997,mb,46,52358,earthquake,15,us
53.6399,-164.8621,ml,40,52359,earthquake,16,us
2.22,127.0319,mb,39,52360,earthquake,29,us
2.7848,127.0118,mb,21,52361,earthquake,14,us
-17.9396,-178.0152,mb,16,52362,earthquake,13,us
37.8752,37.6589,mb,43,52363,earthquake,19,us
52.4189,-176.0607,ml,19,52364,earthquake,10,us
37.995,36.5954,mb,49,52365,earthquake,19,us
11.6782,142.6806,mb,21,52366,earthquake,12,us
38.0799,36.5452,mb,24,52367,earthquake,6,us
51.7443,-179.7962,mb,56,52368,earthquake,14,us
40.2891667,-124.5355,ml,47,52369,earthquake,28,nc
-2.4756,140.5283,mb,29,52370,earthquake,24,us
54.7402,-159.7587,ml,17,52371,earthquake,8,us
51.2979,-176.731,ml,19,52372,earthquake,8,us
52.356,-174.4105,ml,21,52373,earthquake,8,us
38.0605,38.6406,mb,55,52374,earthquake,14,us
-24.6697,179.7971,mb,66,52375,earthquake,75,us
36.1451667,-120.2365,ml,68,52376,earthquake,115,nc
39.1974,40.1831,mb,45,52377,earthquake,10,us
36.133,-120.2431667,md,48,52378,earthquake,105,nc
41.0059,142.8197,mb,41,52379,earthquake,20,us
43.8701,-128.6924,mb,51,52380,earthquake,13,us
37.2659,36.9198,mb,40,52381,earthquake,6,us
41.0349,20.2787,mb,47,52382,earthquake,6,us
43.9835,-128.9479,ml,29,52383,earthquake,52,us
19.03633333,-155.4143333,ml,46,52384,earthquake,20,hv
50.723,-174.5097,ml,12,52385,earthquake,6,us
37.9921,37.7044,mb,35,52386,earthquake,3,us
37.9544,37.7834,mb,22,52387,earthquake,2,us
-11.7283,-73.9791,mb,27,52388,earthquake,8,us
18.27016667,-66.32166667,md,16,52389,earthquake,9,pr
31.66338871,-104.4483599,ml,20,52390,earthquake,14,tx
66.1077,-149.202,ml,,52391,earthquake,,ak
19.04483333,-155.4193333,ml,46,52392,earthquake,31,hv
-21.841,-68.6374,mb,21,52393,earthquake,9,us
31.927,92.9392,mb,65,52394,earthquake,44,us
-24.2333,-67.4121,ml,21,52395,earthquake,26,us
38.7931667,-122.7606667,md,85,52396,earthquake,103,nc
38.0746,36.5194,mb,31,52397,earthquake,6,us
45.0572,141.6443,mb,138,52398,earthquake,197,us
49.2042,155.9481,mb,51,52399,earthquake,23,us
36.1764,35.7977,mb,35,52400,earthquake,6,us
38.0264,36.6096,mb,22,52401,earthquake,1,us
11.9815,-87.7379,mb,43,52402,earthquake,42,us
19.036,-155.4181667,ml,38,52403,earthquake,14,hv
-41.6888,42.5408,mb,19,52404,earthquake,15,us
43.6403,-105.3445,ml,15,52405,mining explosion,64,us
62.6725,-149.7171,ml,,52406,earthquake,,ak
-59.6313,-26.6801,mb,34,52407,earthquake,27,us
37.1694,36.8496,mb,49,52408,earthquake,14,us
37.1058,36.6317,mb,19,52409,earthquake,30,us
17.9675,-66.6595,md,14,52410,earthquake,6,pr
31.67973084,-104.410292,ml,21,52411,earthquake,12,tx
54.8359,-156.3911,ml,,52412,earthquake,,ak
-55.581,-26.9302,mb,23,52413,earthquake,17,us
-55.8517,-27.5046,mb,19,52414,earthquake,11,us
37.8685,36.631,mwr,69,52415,earthquake,27,us
-18.7379,-177.5597,mb,17,52416,earthquake,8,us
38.1343,38.2167,mb,62,52417,earthquake,31,us
36.54633333,-89.71183333,md,71,52418,earthquake,56,nm
57.5217,-156.473,ml,,52419,earthquake,,ak
32.75299072,-100.6529869,ml,17,52420,earthquake,13,tx
62.6419,-149.7316,ml,,52421,earthquake,,ak
32.7520752,-100.651915,ml,20,52422,earthquake,13,tx
36.7449,71.1258,mb,35,52423,earthquake,10,us
32.75299072,-100.6529869,ml,13,52424,earthquake,9,tx
32.75115967,-100.6508432,ml,14,52425,earthquake,10,tx
48.8752,153.5732,mb,54,52426,earthquake,29,us
38.0858,38.451,mb,35,52427,earthquake,7,us
53.1193,-169.5224,mb,92,52428,earthquake,51,us
55.6197,162.6046,mb,24,52429,earthquake,15,us
54.6856,-162.624,ml,14,52430,earthquake,8,us
18.2021,-68.9085,md,19,52431,earthquake,9,pr
19.36566667,-64.22616667,md,8,52432,earthquake,3,pr
35.0684,35.2669,mb,28,52433,earthquake,9,us
31.0515,141.6154,mb,36,52434,earthquake,24,us
38.0757,38.1756,mb,57,52435,earthquake,17,us
56.6546,-148.6373,ml,60,52436,earthquake,58,us
38.1976,38.1375,mb,44,52437,earthquake,10,us
-30.5273,-178.3695,mb,17,52438,earthquake,14,us
-20.1985,-69.1954,mb,22,52439,earthquake,6,us
-19.0681,-69.2271,mb,32,52440,earthquake,17,us
32.7557373,-100.6476277,ml,20,52441,earthquake,13,tx
40.9846667,-123.6216667,md,60,52442,earthquake,53,nc
-14.8569,-173.5713,mb,14,52443,earthquake,10,us
44.7955,-110.9661667,ml,29,52444,earthquake,4,uu
19.03816667,-155.4151667,ml,38,52445,earthquake,17,hv
38.8355,-122.8395,md,64,52446,earthquake,63,nc
19.2235,-156.283,ml,45,52447,earthquake,20,hv
53.326,-167.503,ml,28,52448,earthquake,16,us
38.1788,38.5981,mwr,60,52449,earthquake,24,us
-2.4938,140.7703,mb,31,52450,earthquake,21,us
-6.034,147.7551,mb,12,52451,earthquake,9,us
53.2635,-162.2556,ml,14,52452,earthquake,10,us
-7.1453,129.3694,mb,17,52453,earthquake,11,us
57.1981,-154.9364,ml,,52454,earthquake,,ak
59.9254,-152.4568,ml,,52455,earthquake,,ak
38.0517,38.5848,mb,48,52456,earthquake,15,us
53.8704,-163.3932,ml,13,52457,earthquake,11,us
-7.6502,128.0746,mb,23,52458,earthquake,9,us
19.166,-65.9586,md,18,52459,earthquake,18,pr
-6.238,131.4613,mb,16,52460,earthquake,6,us
62.3848,-151.1823,ml,,52461,earthquake,,ak
2.5779,126.7162,mb,21,52462,earthquake,15,us
19.04133333,-155.4161667,ml,42,52463,earthquake,30,hv
36.5556,36.5606,mb,53,52464,earthquake,15,us
34.1078333,-122.726,md,25,52465,earthquake,31,nc
41.3542,-126.1699,ml,23,52466,earthquake,46,us
17.876,-68.5808,md,11,52467,earthquake,5,pr
18.4817,-69.0143,ml,17,52468,earthquake,34,us
37.5394,-97.868,mb_lg,30,52469,earthquake,140,us
4.7432,126.5567,mb,28,52470,earthquake,14,us
23.7578,114.5827,mb,32,52471,earthquake,8,us
19.07916667,-66.42933333,md,15,52472,earthquake,7,pr
28.2808,56.8276,mb,29,52473,earthquake,14,us
58.1206,-151.3468,ml,,52474,earthquake,,ak
37.9489,38.4382,mb,72,52475,earthquake,26,us
-6.8533,155.0086,mb,13,52476,earthquake,8,us
19.02983333,-155.4086667,ml,39,52477,earthquake,10,hv
19.53433333,-155.9638333,ml,38,52478,earthquake,12,hv
37.8165,36.5708,mb,60,52479,earthquake,22,us
19.22983333,-64.82383333,md,10,52480,earthquake,6,pr
51.4264,178.5108,mb,103,52481,earthquake,63,us
33.8841667,-119.3038333,ml,36,52482,earthquake,84,ci
37.9256,38.192,mb,27,52483,earthquake,8,us
18.09183333,-67.361,md,22,52484,earthquake,11,pr
42.7082,141.3567,mb,19,52485,earthquake,9,us
38.0281,38.1329,mb,29,52486,earthquake,6,us
3.5894,126.7198,mb,24,52487,earthquake,21,us
3.6613,126.6914,mb,27,52488,earthquake,21,us
60.0704,-152.885,ml,,52489,earthquake,,ak
-21.388,-68.692,mb,21,52490,earthquake,6,us
-30.1934,-177.0902,mb,17,52491,earthquake,12,us
33.5051,137.3979,mb,62,52492,earthquake,60,us
38.1233,36.6274,mb,58,52493,earthquake,28,us
54.6391,-162.0372,ml,17,52494,earthquake,7,us
61.201,-147.4018,ml,,52495,earthquake,,ak
36.4869,36.3096,mb,56,52496,earthquake,31,us
-6.1146,151.9158,mb,25,52497,earthquake,18,us
37.8492,36.67,mb,28,52498,earthquake,13,us
38.0902,36.6163,mb,33,52499,earthquake,6,us
38.8519,38.0757,mwr,81,52500,earthquake,27,us
-18.5993,169.3985,mb,29,52501,earthquake,19,us
37.9428,36.5034,mb,37,52502,earthquake,25,us
41.9449,42.1521,mb,39,52503,earthquake,32,us
-7.1414,129.5051,mb,35,52504,earthquake,28,us
36.268,36.171,mb,95,52505,earthquake,63,us
-26.7301,-178.5452,mb,30,52506,earthquake,19,us
38.1325,38.732,mb,69,52507,earthquake,33,us
-6.801,129.5013,mb,15,52508,earthquake,6,us
52.2136,-175.1682,ml,38,52509,earthquake,18,us
31.9108333,-116.3773333,ml,15,52510,earthquake,56,ci
17.95366667,-66.50833333,md,12,52511,earthquake,6,pr
3.5825,126.7034,mb,20,52512,earthquake,11,us
-21.7568,-68.6623,mb,24,52513,earthquake,8,us
32.75115967,-100.6529869,ml,21,52514,earthquake,11,tx
37.7557,37.8675,mb,47,52515,earthquake,24,us
58.3103,-157.0857,ml,,52516,earthquake,,ak
-17.9704,-178.0102,mb,42,52517,earthquake,27,us
17.95433333,-66.94016667,md,7,52518,earthquake,4,pr
54.9144,-162.1268,ml,19,52519,earthquake,5,us
-22.0095,-179.4612,mb,57,52520,earthquake,62,us
51.1297,-179.2652,ml,17,52521,earthquake,10,us
-17.9971,-178.493,mb,70,52522,earthquake,173,us
-29.3121,-67.7693,mb,50,52523,earthquake,17,us
36.6384,36.5737,mb,37,52524,earthquake,27,us
38.0249,36.4218,mb,83,52525,earthquake,39,us
19.6173,-70.7705,ml,18,52526,earthquake,36,us
-23.7755,-179.9208,mb,31,52527,earthquake,24,us
51.3718,-176.4945,ml,14,52528,earthquake,10,us
43.5345,-110.3989,mwr,36,52529,earthquake,38,us
60.1981,-153.2316,ml,,52530,earthquake,,ak
19.14983333,-155.3708333,ml,49,52531,earthquake,39,hv
63.06,-150.9053,ml,,52532,earthquake,,ak
11.0738,126.1254,mb,24,52533,earthquake,19,us
-18.1967,-178.2224,mb,30,52534,earthquake,63,us
37.796,38.2326,mb,37,52535,earthquake,6,us
54.7921,-160.0161,ml,15,52536,earthquake,6,us
13.1095,-91.3741,mb,36,52537,earthquake,60,us
36.5324,36.4568,mb,30,52538,earthquake,6,us
14.5482,-93.0984,mb,32,52539,earthquake,25,us
37.9055,37.4792,mb,40,52540,earthquake,12,us
51.8861,-177.9996,ml,26,52541,earthquake,8,us
-16.1568,-74.3193,mb,16,52542,earthquake,10,us
39.3948333,-112.1028333,ml,21,52543,earthquake,20,uu
38.1156,38.5843,mb,28,52544,earthquake,3,us
35.0455,-3.8846,mb,26,52545,earthquake,8,us
35.5279,35.6189,mb,17,52546,earthquake,7,us
41.8775,42.1528,mb,44,52547,earthquake,26,us
38.0797,37.3193,mb,36,52548,earthquake,20,us
41.875,42.2665,mb,21,52549,earthquake,9,us
35.0177,-3.8262,mb,30,52550,earthquake,11,us
53.6783,-166.2761,ml,32,52551,earthquake,16,us
31.682,69.9963,mb,29,52552,earthquake,14,us
36.1158,36.3017,mb,30,52553,earthquake,9,us
38.1339,38.2786,mb,31,52554,earthquake,9,us
14.7707,-87.3034,mb,21,52555,earthquake,7,us
51.6323,178.679,ml,33,52556,earthquake,12,us
-1.5979,134.1792,mb,44,52557,earthquake,30,us
26.3749,92.9259,mb,20,52558,earthquake,9,us
58.0257,-142.878,ml,35,52559,earthquake,56,us
36.7991,36.7677,mb,51,52560,earthquake,20,us
31.99327185,-103.882719,ml,27,52561,earthquake,36,tx
17.96633333,-67.00566667,md,20,52562,earthquake,14,pr
37.9553,38.2894,mwr,58,52563,earthquake,21,us
33.1791667,-115.6121667,ml,57,52564,earthquake,37,ci
-40.725,-85.253,mb,21,52565,earthquake,5,us
-3.6868,141.5128,mb,16,52566,earthquake,12,us
37.8149,36.7003,mb,32,52567,earthquake,24,us
51.2567,-177.1023,ml,15,52568,earthquake,8,us
32.7573,141.9984,mb,24,52569,earthquake,10,us
40.3918333,-124.3646667,ml,36,52570,earthquake,26,nc
52.4148,-169.0189,ml,16,52571,earthquake,16,us
26.4721,141.8049,mb,31,52572,earthquake,28,us
65.1546,-168.3406,ml,,52573,earthquake,,ak
38.083,36.6197,mb,33,52574,earthquake,8,us
43.6209,-105.2818,ml,15,52575,mining explosion,42,us
27.9015,53.8188,mb,47,52576,earthquake,27,us
36.6335,-98.49833333,ml,96,52577,earthquake,42,ok
40.4059,141.5982,mb,89,52578,earthquake,60,us
37.2623,37.0849,mb,72,52579,earthquake,31,us
31.65205839,-104.3898571,ml,25,52580,earthquake,15,tx
-22.187,-63.6938,mb,82,52581,earthquake,111,us
32.75115967,-100.6615615,ml,25,52582,earthquake,16,tx
40.5968333,-123.847,md,39,52583,earthquake,45,nc
2.1776,127.2831,mb,19,52584,earthquake,9,us
32.74932861,-100.6572742,ml,20,52585,earthquake,10,tx
51.1713,-177.7672,ml,15,52586,earthquake,6,us
43.8471,-105.3037,ml,15,52587,mining explosion,22,us
36.5999,36.8854,mb,17,52588,earthquake,5,us
20.4629,121.9847,mb,62,52589,earthquake,35,us
51.7796,-171.6162,ml,19,52590,earthquake,10,us
-0.1556,125.7455,mb,18,52591,earthquake,9,us
36.0389,35.8488,mb,35,52592,earthquake,5,us
-41.3922,-87.7246,mb,22,52593,earthquake,15,us
51.9187,-178.0167,ml,26,52594,earthquake,12,us
10.9927,125.988,mb,23,52595,earthquake,10,us
27.986,88.0003,mb,40,52596,earthquake,26,us
38.0251,36.6342,mwr,84,52597,earthquake,31,us
60.138,-152.8151,ml,,52598,earthquake,,ak
23.0353,94.5227,mb,24,52599,earthquake,11,us
54.0489,-163.4944,ml,11,52600,earthquake,8,us
51.7847,-175.9067,ml,9,52601,earthquake,6,us
5.0528,126.6853,mb,21,52602,earthquake,11,us
-18.2274,-70.1842,mb,17,52603,earthquake,7,us
65.6785,-171.7521,ml,,52604,earthquake,,ak
2.8039,126.9024,mb,25,52605,earthquake,16,us
17.98666667,-68.47466667,md,18,52606,earthquake,15,pr
19.33133333,-155.1358333,ml,30,52607,earthquake,35,hv
36.5303,71.2129,mb,23,52608,earthquake,9,us
52.9828,-168.9584,mb,55,52609,earthquake,44,us
28.6125,52.0362,mb,45,52610,earthquake,28,us
36.4994,70.3753,mb,16,52611,earthquake,3,us
16.0878,-118.6115,mb,71,52612,earthquake,64,us
17.96383333,-66.90483333,md,6,52613,earthquake,5,pr
51.2512,-177.0705,ml,17,52614,earthquake,8,us
19.4635,-65.7931,md,19,52615,earthquake,12,pr
17.94433333,-66.9865,md,14,52616,earthquake,6,pr
18.2375,145.8644,mb,68,52617,earthquake,50,us
-38.7031,177.8565,mb,18,52618,earthquake,8,us
17.944,-66.51883333,md,8,52619,earthquake,4,pr
-26.5677,-71.3857,mb,17,52620,earthquake,4,us
17.94683333,-66.84833333,md,8,52621,earthquake,4,pr
17.98,-66.7555,md,11,52622,earthquake,7,pr
18.2061,-67.9836,md,19,52623,earthquake,9,pr
53.5286,-167.1562,ml,14,52624,earthquake,14,us
43.5487,-107.4026,ml,22,52625,earthquake,74,us
32.9858333,-115.9256667,ml,79,52626,earthquake,121,ci
63.0269,-149.7686,ml,,52627,earthquake,,ak
37.5066667,-118.7941667,md,29,52628,earthquake,53,nc
-23.0232,-114.5197,mb,19,52629,earthquake,15,us
36.8844,36.6204,mwr,88,52630,earthquake,38,us
36.22,-117.8596667,ml,31,52631,earthquake,63,ci
1.5922,124.6736,mb,38,52632,earthquake,21,us
19.13783333,-155.3913333,ml,50,52633,earthquake,31,hv
3.342,126.844,mb,16,52634,earthquake,12,us
18.714,-64.5876,md,18,52635,earthquake,10,pr
38.0402,38.589,mb,77,52636,earthquake,29,us
17.962,-66.74683333,md,11,52637,earthquake,8,pr
59.6026,-153.9997,ml,,52638,earthquake,,ak
37.8703,36.2865,mb,46,52639,earthquake,8,us
18.16733333,-67.38416667,md,15,52640,earthquake,9,pr
54.4569,-164.3623,ml,17,52641,earthquake,8,us
-10.7477,115.9522,mb,35,52642,earthquake,17,us
-16.1195,168.0514,mb,17,52643,earthquake,10,us
43.7918,-105.2802,ml,18,52644,mining explosion,54,us
18.16916667,-67.3615,md,15,52645,earthquake,8,pr
38.1834,72.5706,mb,35,52646,earthquake,12,us
-20.2727,-177.6101,mb,27,52647,earthquake,18,us
38.3583,23.3846,mb,44,52648,earthquake,4,us
-16.65,-173.9833,mb,30,52649,earthquake,16,us
-5.8534,154.7538,mb,41,52650,earthquake,30,us
18.903,-65.83216667,md,22,52651,earthquake,17,pr
18.5112,-106.2914,mb,37,52652,earthquake,29,us
-24.7955,-69.6393,mb,28,52653,earthquake,9,us
48.2276,153.1233,mb,33,52654,earthquake,14,us
18.8472,-68.6363,mb,12,52655,earthquake,3,us
-22.3214,171.6143,mb,27,52656,earthquake,20,us
37.5656667,-118.9258333,ml,31,52657,earthquake,23,nc
67.6781,-18.7496,mb,24,52658,earthquake,9,us
67.5751,-18.6785,mb,18,52659,earthquake,2,us
-1.2764,149.0653,mb,14,52660,earthquake,10,us
67.569,-18.5311,mb,46,52661,earthquake,28,us
