latitude,longitude,magType,nst,earthquake_id,type,magNst,magSource
23.6068,142.8169,mb,20,50162,earthquake,10,us
-2.4683,140.9658,mb,27,50163,earthquake,18,us
23.2472,142.9083,mb,49,50164,earthquake,27,us
56.1854,-150.0001,ml,43,50165,earthquake,23,us
60.1189,-150.3174,ml,,50166,earthquake,,ak
-31.5582,-69.2794,mb,97,50167,earthquake,142,us
-2.4736,140.8447,mb,38,50168,earthquake,25,us
53.7076,-162.7531,ml,12,50169,earthquake,6,us
52.1993,-168.3672,ml,10,50170,earthquake,16,us
48.3357,23.1428,mb,23,50171,earthquake,4,us
19.4895,-155.2671667,ml,48,50172,earthquake,40,hv
11.8178,-86.9783,mb,60,50173,earthquake,51,us
53.242,-160.6759,ml,12,50174,earthquake,,ak
52.0622,-168.2535,ml,9,50175,earthquake,12,us
-2.5084,140.7059,mb,18,50176,earthquake,8,us
4.2505,126.7251,mb,13,50177,earthquake,6,us
53.533,-162.7108,ml,20,50178,earthquake,16,us
52.4714,-172.2354,ml,10,50179,earthquake,10,us
50.5879,-175.0327,ml,16,50180,earthquake,8,us
60.9035,-150.5032,ml,,50181,earthquake,,ak
55.7866,-149.2476,ml,60,50182,earthquake,34,us
38.3676,-30.3477,mb,107,50183,earthquake,89,us
36.4342,22.0756,mb,64,50184,earthquake,40,us
-6.3171,146.1785,mb,39,50185,earthquake,35,us
-9.012,158.0908,mb,25,50186,earthquake,14,us
31.62432781,-104.1197855,ml,27,50187,earthquake,22,tx
36.3591,21.9463,mb,32,50188,earthquake,12,us
18.83083333,-67.43,md,12,50189,earthquake,10,pr
41.7943333,-111.9201667,ml,23,50190,earthquake,9,uu
52.3738,-176.5056,ml,13,50191,earthquake,6,us
-24.1135,-66.8083,mb,25,50192,earthquake,8,us
-57.5329,-24.7122,mb,13,50193,earthquake,9,us
-57.6212,-25.0608,mb,23,50194,earthquake,17,us
18.72383333,-67.46833333,md,22,50195,earthquake,11,pr
54.8918,160.494,mb,82,50196,earthquake,57,us
40.0958333,-121.0003333,md,34,50197,earthquake,44,nc
51.3911,179.5909,ml,14,50198,earthquake,10,us
42.4106,64.4461,mb,66,50199,earthquake,45,us
51.5836,178.6887,ml,14,50200,earthquake,14,us
18.64733333,-66.4505,md,10,50201,earthquake,5,pr
32.2203333,-115.2365,ml,26,50202,earthquake,57,ci
-27.9547,-66.5814,mb,30,50203,earthquake,8,us
-9.173,159.2781,mb,23,50204,earthquake,15,us
54.0941,-164.2786,ml,37,50205,earthquake,18,us
54.3495,-162.7632,ml,31,50206,earthquake,10,us
51.24,-179.1762,ml,22,50207,earthquake,10,us
-23.0128,-179.3674,mb,31,50208,earthquake,21,us
31.69159742,-104.4890112,ml,54,50209,earthquake,6,tx
-9.1022,-109.2269,mb,24,50210,earthquake,20,us
33.2233,87.073,mb,28,50211,earthquake,9,us
38.5425,-119.541,md,17,50212,earthquake,48,nc
17.9415,-66.91233333,md,22,50213,earthquake,12,pr
54.5084,-159.7849,ml,15,50214,earthquake,8,us
19.18,-155.5111667,ml,49,50215,earthquake,37,hv
54.4926,-163.2532,ml,27,50216,earthquake,22,us
-2.4264,140.8289,mb,18,50217,earthquake,5,us
40.384,-125.4953333,md,28,50218,earthquake,38,nc
-2.541,140.6961,mb,16,50219,earthquake,8,us
18.175,-67.0045,md,31,50220,earthquake,17,pr
58.439,-153.5308,ml,,50221,earthquake,,ak
31.7032,73.979,mb,16,50222,earthquake,4,us
54.5826,-149.8362,ml,50,50223,earthquake,14,us
42.7635,140.8293,mb,23,50224,earthquake,10,us
61.9264,-151.3576,ml,,50225,earthquake,,ak
2.4129,128.5835,mb,18,50226,earthquake,11,us
13.9811,145.2285,mb,14,50227,earthquake,9,us
31.606508,-103.969597,ml,20,50228,earthquake,30,tx
31.60915019,-103.969743,ml,19,50229,earthquake,13,tx
63.2121,-148.9041,ml,,50230,earthquake,,ak
-6.1707,149.1598,mb,25,50231,earthquake,22,us
-4.9386,151.3056,mb,33,50232,earthquake,16,us
5.3714,36.8629,mb,17,50233,earthquake,9,us
-2.4869,140.7561,mb,26,50234,earthquake,14,us
-23.0579,-68.9523,mwr,30,50235,earthquake,,guc
65.35,-144.8121,ml,,50236,earthquake,,ak
26.8335,55.1568,mb,46,50237,earthquake,37,us
3.5691,126.7719,mb,48,50238,earthquake,30,us
3.4965,126.6943,mb,37,50239,earthquake,26,us
54.6006,-159.7453,ml,17,50240,earthquake,14,us
18.4156,-69.0763,mb,73,50241,earthquake,29,us
3.6115,126.9024,mb,31,50242,earthquake,24,us
18.83966667,-154.9016667,ml,45,50243,earthquake,23,hv
55.9201,-155.8299,ml,,50244,earthquake,,ak
47.5257,-92.5739,ml,9,50245,mining explosion,10,us
43.6984,-105.3634,ml,18,50246,mining explosion,64,us
-30.7554,-71.4941,ml,36,50247,earthquake,60,us
52.1637,-170.1954,ml,16,50248,earthquake,18,us
38.7749,23.6272,mb,55,50249,earthquake,12,us
47.7671,152.4789,mb,29,50250,earthquake,10,us
36.0211667,-117.7673333,ml,34,50251,earthquake,96,ci
-2.5114,140.7551,mb,24,50252,earthquake,13,us
60.0048,-147.4059,ml,,50253,earthquake,,ak
51.6193,178.711,ml,17,50254,earthquake,12,us
55.0924,-156.5908,ml,,50255,earthquake,,ak
-7.3229,128.6204,mb,14,50256,earthquake,4,us
-18.3514,-177.9733,mb,26,50257,earthquake,13,us
2.0929,127.8829,mb,12,50258,earthquake,4,us
24.8692,122.0854,mwr,10,50259,earthquake,15,us
52.083,-169.628,mb,36,50260,earthquake,13,us
18.4573,145.3864,mb,24,50261,earthquake,13,us
17.98466667,-66.88716667,md,17,50262,earthquake,19,pr
52.7054,-35.0517,mb,53,50263,earthquake,46,us
19.10116667,-67.93466667,md,14,50264,earthquake,10,pr
23.2178,121.5972,mwr,46,50265,earthquake,23,us
24.1249,95.8673,mb,49,50266,earthquake,36,us
53.8696,-165.3805,ml,37,50267,earthquake,20,us
19.229,-155.3933333,ml,53,50268,earthquake,39,hv
17.8825,-66.85,md,22,50269,earthquake,12,pr
42.1538,142.0984,mb,68,50270,earthquake,45,us
53.2755,-164.4086,ml,43,50271,earthquake,18,us
45.5056,-111.6732,ml,32,50272,earthquake,60,us
6.7877,-73.0479,mb,37,50273,earthquake,18,us
40.3233,74.7618,mb,14,50274,earthquake,8,us
20.2561,145.2427,mb,16,50275,earthquake,9,us
52.29,-174.3736,ml,22,50276,earthquake,16,us
-22.8646,-68.4422,mwr,32,50277,earthquake,,guc
-5.9058,102.6237,mb,27,50278,earthquake,11,us
66.5196,-169.7163,ml,,50279,earthquake,,ak
24.8739,122.0714,mb,37,50280,earthquake,16,us
61.369,-150.1744,ml,,50281,earthquake,,ak
24.8617,122.0513,mb,28,50282,earthquake,8,us
60.7066,-150.6059,ml,,50283,earthquake,,ak
-32.7048,-71.2694,mwr,41,50284,earthquake,,guc
51.0251,-179.2712,ml,23,50285,earthquake,12,us
38.9914,70.5933,mb,47,50286,earthquake,29,us
28.1765,127.9378,mb,44,50287,earthquake,33,us
18.1485,-67.66883333,md,8,50288,earthquake,6,pr
54.2201,-162.4654,ml,21,50289,earthquake,18,us
51.4409,178.385,ml,14,50290,earthquake,12,us
36.4511,68.7722,mb,45,50291,earthquake,20,us
18.7622,145.3968,mb,103,50292,earthquake,74,us
-14.5268,167.3963,mb,19,50293,earthquake,12,us
19.076,-66.51883333,md,9,50294,earthquake,5,pr
50.5649,-174.8369,ml,9,50295,earthquake,10,us
19.41733333,-155.2796667,ml,17,50296,earthquake,29,hv
17.95383333,-65.45483333,md,14,50297,earthquake,4,pr
-28.3814,62.6111,mb,19,50298,earthquake,8,us
21.1214,121.0554,mb,24,50299,earthquake,8,us
31.69267064,-104.3632971,ml,36,50300,earthquake,31,tx
19.24966621,-155.4001617,ml,18,50301,earthquake,6,hv
54.0834,-166.3874,ml,18,50302,earthquake,14,us
-24.1567,-67.0685,mb,23,50303,earthquake,13,us
53.4025,-166.9179,ml,24,50304,earthquake,16,us
18.8315,-67.168,md,16,50305,earthquake,5,pr
-5.4967,147.2364,mb,27,50306,earthquake,19,us
40.7068333,-124.2103333,ml,25,50307,earthquake,34,nc
54.9725,-163.4323,ml,30,50308,earthquake,28,us
-4.0222,-81.7315,mb,29,50309,earthquake,14,us
51.9676,-173.1154,ml,19,50310,earthquake,14,us
52.2534,-165.5877,ml,15,50311,earthquake,12,us
31.65741025,-104.3035189,ml,49,50312,earthquake,30,tx
31.65838483,-104.2938384,ml,28,50313,earthquake,23,tx
-34.2206,-71.6465,mb,40,50314,earthquake,12,us
18.51983333,-66.29233333,md,11,50315,earthquake,9,pr
-8.9505,156.2616,mb,28,50316,earthquake,21,us
40.7335,-125.2478333,ml,61,50317,earthquake,13,nc
18.7659,145.3589,mb,24,50318,earthquake,14,us
52.0105,-169.4728,ml,12,50319,earthquake,10,us
-18.0858,-178.1941,mb,30,50320,earthquake,24,us
39.6302,-107.4709,ml,24,50321,earthquake,73,us
14.266,51.7999,mb,52,50322,earthquake,35,us
25.5883,124.1007,mb,59,50323,earthquake,40,us
47.5429,-92.7329,ml,25,50324,mining explosion,12,us
56.4758,-149.1595,ml,54,50325,earthquake,66,us
-20.8454,-178.8934,mb,70,50326,earthquake,48,us
-19.9038,-178.0982,mb,85,50327,earthquake,111,us
-25.3526,-66.2082,mb,54,50328,earthquake,31,us
-16.7557,-174.7146,mb,90,50329,earthquake,68,us
59.8061,-146.8832,ml,,50330,earthquake,,ak
53.4499,160.7164,mb,46,50331,earthquake,34,us
1.9538,97.841,mb,74,50332,earthquake,63,us
35.946,-120.0101667,md,48,50333,earthquake,83,nc
-25.8965,-177.6721,mb,40,50334,earthquake,25,us
43.7374,-105.2726,ml,22,50335,mining explosion,72,us
-31.2708,-178.5371,mb,22,50336,earthquake,16,us
54.5901,-159.753,ml,22,50337,earthquake,16,us
42.1719,144.9987,mb,93,50338,earthquake,62,us
-11.1836,112.5312,mb,31,50339,earthquake,13,us
18.40383333,-65.421,md,17,50340,earthquake,13,pr
51.7757,-176.4385,ml,12,50341,earthquake,6,us
60.6565,-44.0513,mb,51,50342,earthquake,29,us
17.94816667,-66.956,md,18,50343,earthquake,11,pr
51.9823,-176.1106,ml,14,50344,earthquake,12,us
-34.3817,-72.3721,mb,40,50345,earthquake,13,us
-7.8367,68.0934,mb,20,50346,earthquake,10,us
51.6487,178.8041,ml,11,50347,earthquake,8,us
-31.4319,-68.5084,mb,24,50348,earthquake,5,us
17.91766667,-65.88866667,md,13,50349,earthquake,5,pr
51.6421,178.6926,ml,16,50350,earthquake,12,us
-3.8607,133.3183,mb,22,50351,earthquake,12,us
17.9415,-66.954,md,6,50352,earthquake,4,pr
54.2817,-162.4949,ml,14,50353,earthquake,8,us
61.8991,-150.7732,ml,,50354,earthquake,,ak
4.1528,122.796,mb,60,50355,earthquake,43,us
50.4949,156.4062,mb,33,50356,earthquake,20,us
67.4892,-166.7628,ml,,50357,earthquake,,ak
1.5312,126.4499,mb,16,50358,earthquake,8,us
-0.1516,98.4365,mb,23,50359,earthquake,11,us
17.95333333,-66.9945,md,25,50360,earthquake,6,pr
17.95066667,-66.9365,md,9,50361,earthquake,6,pr
19.01366667,-65.48133333,md,14,50362,earthquake,3,pr
-22.7191,179.3359,mb,13,50363,earthquake,10,us
65.2751,-173.4235,ml,,50364,earthquake,,ak
-38.4187,176.0906,mb,13,50365,earthquake,8,us
19.01066667,-65.48866667,md,11,50366,earthquake,3,pr
19.5168,-109.2864,mb,54,50367,earthquake,98,us
23.5553,121.3817,mwr,25,50368,earthquake,24,us
-10.4109,161.4776,mb,36,50369,earthquake,33,us
51.1364,-176.3115,mb,37,50370,earthquake,9,us
51.2967,-176.3418,ml,15,50371,earthquake,6,us
34.9885,-3.8382,mb,31,50372,earthquake,10,us
17.4697,119.6884,mb,24,50373,earthquake,11,us
54.4016,-159.7564,ml,30,50374,earthquake,30,us
13.7793,120.7736,mb,50,50375,earthquake,34,us
50.2663,179.8604,ml,23,50376,earthquake,14,us
18.8863,-68.9785,md,19,50377,earthquake,8,pr
-4.4608,144.1696,mb,44,50378,earthquake,33,us
11.9253,92.6851,mb,42,50379,earthquake,13,us
18.26916667,-67.11516667,md,20,50380,earthquake,17,pr
-56.7216,-25.2092,mb,34,50381,earthquake,29,us
36.4673,142.8207,mb,31,50382,earthquake,18,us
52.323,-176.1652,ml,16,50383,earthquake,8,us
16.3251,-93.9968,mb,42,50384,earthquake,18,us
-22.4016,-177.9185,mb,27,50385,earthquake,14,us
59.7946,-142.334,ml,,50386,earthquake,,ak
-17.8,-178.6206,mb,16,50387,earthquake,9,us
53.3357,171.3017,mb,22,50388,earthquake,11,us
52.6264,-169.6385,ml,15,50389,earthquake,6,us
9.4149,-85.4756,mwr,102,50390,earthquake,32,us
-21.4235,-173.8922,mb,14,50391,earthquake,9,us
-44.6567,167.3943,mb,24,50392,earthquake,10,us
60.0457,-152.9715,ml,,50393,earthquake,,ak
19.0126,-65.0768,md,31,50394,earthquake,21,pr
51.9644,-175.1855,ml,15,50395,earthquake,8,us
63.2225,-150.6819,ml,,50396,earthquake,,ak
38.7941666,-122.7473297,md,7,50397,earthquake,7,nc
18.97433333,-65.12483333,md,7,50398,earthquake,3,pr
-8.9725,-108.3976,mb,22,50399,earthquake,18,us
-57.1278,-24.7008,mb,17,50400,earthquake,12,us
17.93716667,-67.02566667,md,12,50401,earthquake,8,pr
19.02266667,-65.02566667,md,16,50402,earthquake,10,pr
18.9135,-64.70866667,md,5,50403,earthquake,4,pr
51.5723,178.662,ml,16,50404,earthquake,6,us
19.0355,-65.0655,md,5,50405,earthquake,4,pr
-18.1752,-177.896,mb,55,50406,earthquake,65,us
19.2072,-155.4995,ml,24,50407,earthquake,42,us
61.351,-149.5651,ml,,50408,earthquake,,ak
38.6604,75.7027,mb,20,50409,earthquake,7,us
-7.516,147.1755,mb,22,50410,earthquake,14,us
-23.5177,-66.8469,mb,26,50411,earthquake,7,us
53.9135,-165.5983,ml,24,50412,earthquake,12,us
-14.8069,166.7606,mb,22,50413,earthquake,11,us
-15.0113,166.6939,mb,13,50414,earthquake,5,us
52.0196,179.4251,mb,30,50415,earthquake,16,us
-15.1075,166.8665,mb,27,50416,earthquake,17,us
-21.0622,-176.412,mb,23,50417,earthquake,16,us
31.15251661,-103.7240474,ml,22,50418,earthquake,27,tx
-15.083,166.8052,mb,15,50419,earthquake,6,us
37.7593,126.2251,ml,8,50420,earthquake,6,us
51.9698,-175.974,ml,10,50421,earthquake,8,us
-24.2569,179.9771,mb,41,50422,earthquake,27,us
60.2086,-152.4404,ml,,50423,earthquake,,ak
55.3675,-154.0944,ml,,50424,earthquake,,ak
-33.0128,-71.3559,mwr,38,50425,earthquake,23,us
60.4692,-152.0598,ml,,50426,earthquake,,ak
14.5763,144.248,mb,14,50427,earthquake,6,us
-15.103,166.5958,mb,13,50428,earthquake,4,us
-8.8989,-108.4395,mb,21,50429,earthquake,16,us
1.5274,128.2405,mb,25,50430,earthquake,16,us
-21.0474,-68.6382,mwr,25,50431,earthquake,,guc
-15.191,166.9059,mb,14,50432,earthquake,7,us
31.006442,-103.6457569,ml,27,50433,earthquake,21,tx
28.93890381,-98.03733915,ml,18,50434,earthquake,12,tx
-8.698,122.8654,mb,15,50435,earthquake,5,us
-14.9974,166.7066,mb,22,50436,earthquake,5,us
31.60753993,-103.9702739,ml,22,50437,earthquake,12,tx
-24.0611,-67.0607,mb,30,50438,earthquake,4,us
-14.9811,166.7238,mb,22,50439,earthquake,15,us
40.3766,19.4481,mb,39,50440,earthquake,9,us
-9.0024,124.1028,mb,30,50441,earthquake,18,us
-9.0802,123.9138,mb,8,50442,earthquake,3,us
-14.7608,166.9993,mb,23,50443,earthquake,17,us
36.5315,70.9571,mb,52,50444,earthquake,30,us
-1.1106,-13.7917,mb,14,50445,earthquake,9,us
19.17566667,-155.5011667,ml,51,50446,earthquake,31,hv
-14.9169,166.7465,mb,13,50447,earthquake,9,us
44.5287,-114.6635,ml,31,50448,earthquake,54,us
41.9789,-119.5431,ml,5,50449,earthquake,5,nn
35.6632,25.7797,mb,68,50450,earthquake,43,us
-7.1805,125.2901,mb,36,50451,earthquake,24,us
-20.8173,-178.7285,mb,82,50452,earthquake,74,us
41.677,143.4264,mb,75,50453,earthquake,43,us
42.1468,144.7675,mb,48,50454,earthquake,25,us
-28.7761,-72.7934,mwr,83,50455,earthquake,48,us
31.60961496,-104.0029631,ml,20,50456,earthquake,12,tx
19.00916667,-65.09466667,md,6,50457,earthquake,6,pr
-20.0492,-69.377,mb,39,50458,earthquake,15,us
-15.165,166.787,mb,25,50459,earthquake,8,us
36.1711667,-118.029,ml,45,50460,earthquake,42,ci
29.6048,-43.0026,mb,30,50461,earthquake,19,us
-6.815,129.5187,mb,18,50462,earthquake,10,us
-4.4286,149.9485,mb,40,50463,earthquake,29,us
23.4009,121.3485,mwr,28,50464,earthquake,22,us
18.91733333,-65.144,md,7,50465,earthquake,6,pr
24.299,98.7509,mb,29,50466,earthquake,17,us
39.9291667,-120.747,md,28,50467,earthquake,31,nc
51.3746,-178.3438,ml,15,50468,earthquake,8,us
53.0675,-162.0052,ml,10,50469,earthquake,,ak
19.56816667,-156.2431667,ml,50,50470,earthquake,18,hv
33.4069,142.1393,mb,24,50471,earthquake,11,us
-8.8244,124.5,mb,17,50472,earthquake,6,us
-14.9036,-177.4817,mb,57,50473,earthquake,79,us
38.7881667,-122.7616667,md,82,50474,earthquake,57,nc
-15.0529,166.7779,mb,31,50475,earthquake,22,us
-7.12,130.0375,mb,21,50476,earthquake,11,us
43.7876,-105.3309,ml,10,50477,mining explosion,76,us
33.396,-116.3966667,ml,118,50478,earthquake,136,ci
19.173,-155.5003333,ml,49,50479,earthquake,40,hv
-7.1707,129.7044,mb,21,50480,earthquake,16,us
-17.842,-178.0687,mb,82,50481,earthquake,61,us
36.8201667,-121.555,md,68,50482,earthquake,69,nc
-7.0822,129.9562,mb,30,50483,earthquake,24,us
53.094,-166.8632,ml,21,50484,earthquake,16,us
35.5311,25.8453,mb,61,50485,earthquake,48,us
31.67798749,-104.3957406,ml,30,50486,earthquake,19,tx
53.7987,-165.0322,mb,27,50487,earthquake,9,us
19.25666667,-64.88933333,md,12,50488,earthquake,8,pr
-59.953,-27.8184,mb,20,50489,earthquake,16,us
52.0062,176.5715,ml,9,50490,earthquake,10,us
19.32066667,-64.79533333,md,11,50491,earthquake,5,pr
52.1982,-168.1695,ml,20,50492,earthquake,18,us
-5.5415,151.6366,mb,32,50493,earthquake,23,us
52.7206,-168.6668,ml,17,50494,earthquake,18,us
-39.1366,-91.3738,mb,30,50495,earthquake,28,us
